nr. sessions,total km,km Z3-4,km Z5-T1-T2,km sprinting,strength training,hours alternative,perceived exertion,perceived trainingSuccess,perceived recovery,nr. sessions.1,total km.1,km Z3-4.1,km Z5-T1-T2.1,km sprinting.1,strength training.1,hours alternative.1,perceived exertion.1,perceived trainingSuccess.1,perceived recovery.1,nr. sessions.2,total km.2,km Z3-4.2,km Z5-T1-T2.2,km sprinting.2,strength training.2,hours alternative.2,perceived exertion.2,perceived trainingSuccess.2,perceived recovery.2,nr. sessions.3,total km.3,km Z3-4.3,km Z5-T1-T2.3,km sprinting.3,strength training.3,hours alternative.3,perceived exertion.3,perceived trainingSuccess.3,perceived recovery.3,nr. sessions.4,total km.4,km Z3-4.4,km Z5-T1-T2.4,km sprinting.4,strength training.4,hours alternative.4,perceived exertion.4,perceived trainingSuccess.4,perceived recovery.4,nr. sessions.5,total km.5,km Z3-4.5,km Z5-T1-T2.5,km sprinting.5,strength training.5,hours alternative.5,perceived exertion.5,perceived trainingSuccess.5,perceived recovery.5,nr. sessions.6,total km.6,km Z3-4.6,km Z5-T1-T2.6,km sprinting.6,strength training.6,hours alternative.6,perceived exertion.6,perceived trainingSuccess.6,perceived recovery.6,Athlete ID,injury,Date
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.2,0,0,0,0,0,0.09,0,0.14,2,16.3,0,0,6,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,37,0,296
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,6.2,0,0,0,0,0,0.09,0,0.14,2,16.3,0,0,6,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,297
1,6.2,0,0,0,0,0,0.09,0,0.14,2,16.3,0,0,6,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,298
2,16.3,0,0,6,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,299
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,37,0,300
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,37,0,301
1,8,0,0,2,0,0,0.14,0,0.16,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,37,0,302
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,37,0,303
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,304
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,37,0,305
1,11,0,0,0,0,0,0.13,0,0.15,1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,37,0,306
1,11,0,0,0,0,0,0.13,0,0.15,1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,37,0,307
1,10,0,0,0,0,0,0.12,0,0.15,1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,308
1,6.5,4.5,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,37,0,309
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,310
1,10,6,0,0,0,0,0.17,0,0.15,1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,311
1,12.7,0,0,0,0,0,0.13,0,0.14,1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,312
1,12.6,7.3,0,0,0,0,0.16,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,313
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,314
1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,315
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,37,0,316
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,37,0,317
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,318
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,319
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,37,0,320
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,37,0,321
1,10.1,0,0,0,0,0,0.12,0,0.15,1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,322
1,10.2,0,0,0,0,0,0.12,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,323
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,324
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,37,0,325
1,11.2,0,0,0,0,0,0.12,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,37,0,326
1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,37,0,327
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,37,0,328
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,329
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,330
1,10,0,0,0,0,0,0.15,0,0.15,1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,37,0,331
1,11,6,0,0,0,0,0.15,0,0.15,1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,332
1,13.7,0,0,0,0,0,0.13,0,0.15,1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,333
1,13.6,7.6,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,334
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,335
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,336
1,8.8,4.8,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,337
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,338
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,37,0,339
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,11,0,0,0,0,0,0.13,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,340
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.6,3.6,0,0,0,0,0.16,0,0.13,1,13.5,0,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,470
1,9.6,3.6,0,0,0,0,0.16,0,0.13,1,13.5,0,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,471
1,13.5,0,0,0,0,0,0.16,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,37,0,472
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,37,0,473
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,474
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,37,0,475
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,476
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,37,0,477
1,12,0,0,0,0,0,0.13,0,0.17,1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,37,0,478
1,9,7,0,0,0,0,0.17,0,0.18,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,37,0,479
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,480
1,13.5,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,37,0,481
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,37,0,482
1,9.2,0,0,0,0,0,0.13,0,0.16,1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,37,0,483
1,7.3,4.8,0,0,0,0,0.16,0,0.15,1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,37,0,484
1,9.2,0,0,0,0,0,0.12,0,0.13,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,37,0,485
0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,37,0,486
1,5,0,1.5,0,0,0,0.18,0,0.15,1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,487
1,9.8,0,0,0,0,0,0.13,0,0.15,1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,11,3,0,0,0,0,0.17,0,0.15,37,0,488
1,7.2,7.2,0,0,0,0,0.15,0,0.15,1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,11,3,0,0,0,0,0.17,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,37,0,489
1,9.2,0,0,0,0,0,0.11,0,0.15,1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,11,3,0,0,0,0,0.17,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.5,0,0,0,0,0,0.15,0,0.14,37,0,490
1,3.6,1.6,0,0,0,0,0.16,0,0.15,1,6,0,0,0,0,0,0.12,0,0.14,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,2,11,3,0,0,0,0,0.17,0,0.15,0,0,0,0,0,0,0,-0.01,-0.01,-0.01,1,10.5,0,0,0,0,0,0.15,0,0.14,1,10.6,0,0,0,0,0,0.15,0,0.15,37,0,491
